"activation","hdim","zdim","cdim","vdim","pc","scalar","type","seed","roc"
-1,-1,1,-1,-1,-1,1,-1,2,0.5387398893146021
-1,-1,-1,-1,-1,-1,1,1,4,0.5604512558535547
-1,-1,-1,-1,-1,-1,1,-1,4,0.5621541081311197
-1,-1,1,-1,1,-1,1,1,4,0.5634312473392933
-1,-1,1,-1,1,-1,1,1,1,0.5693912303107708
-1,-1,1,-1,1,-1,1,-1,4,0.5721583652618135
-1,-1,-1,-1,1,-1,1,1,1,0.574712643678161
-1,-1,-1,-1,1,-1,1,1,4,0.5749255002128565
-1,-1,1,-1,-1,-1,1,-1,1,0.5578969774372075
-1,-1,1,-1,1,-1,1,-1,1,0.5821626223925076
-1,-1,-1,-1,1,-1,1,-1,4,0.582375478927203
-1,-1,-1,-1,1,-1,1,-1,1,0.5862068965517243
-1,-1,1,-1,-1,-1,1,1,4,0.5949340144742444
-1,-1,1,-1,-1,-1,1,-1,4,0.6053639846743295
-1,-1,1,-1,1,-1,1,1,3,0.6011068539804173
-1,-1,-1,-1,-1,-1,1,1,3,0.6025968497232865
-1,-1,1,-1,-1,-1,1,-1,3,0.6094082588335463
-1,-1,-1,-1,1,-1,1,1,3,0.6119625372498936
-1,-1,1,-1,1,-1,1,-1,3,0.6126011068539805
-1,-1,-1,-1,-1,-1,1,-1,3,0.6104725415070242
-1,-1,1,-1,-1,-1,1,1,3,0.6151553852703279
-1,-1,-1,-1,1,-1,1,-1,3,0.623882503192848
-1,-1,-1,-1,-1,-1,-1,-1,2,0.7341421881651766
-1,-1,-1,-1,-1,-1,-1,1,2,0.7390378884631756
-1,-1,-1,-1,-1,-1,-1,-1,3,0.7332907620263943
-1,-1,-1,-1,-1,-1,-1,1,3,0.7375478927203067
-1,-1,-1,-1,1,-1,-1,-1,3,0.7541507024265649
-1,-1,1,-1,1,-1,-1,-1,3,0.7532992762877824
-1,-1,-1,-1,1,-1,-1,1,3,0.7684120902511712
-1,-1,1,-1,1,-1,-1,1,3,0.7647935291613458
-1,-1,-1,-1,1,-1,-1,-1,4,0.8258833546189874
-1,-1,-1,-1,1,-1,-1,1,4,0.8454661558109839
-1,-1,-1,-1,-1,-1,-1,-1,4,0.8367390378884639
-1,-1,1,-1,-1,-1,-1,-1,4,0.8431247339293323
-1,-1,-1,-1,-1,-1,-1,1,4,0.8431247339293323
-1,-1,1,-1,-1,-1,-1,1,4,0.8505747126436787
-1,-1,-1,-1,1,-1,-1,1,2,0.8569604086845467
-1,-1,-1,-1,1,-1,-1,-1,2,0.8563218390804598
-1,-1,1,-1,1,-1,-1,1,2,0.8695189442315883
-1,-1,1,-1,1,-1,-1,-1,2,0.8716475095785441
-1,-1,-1,-1,-1,-1,-1,1,1,0.8286504895700304
-1,-1,1,-1,-1,-1,-1,-1,3,0.8563218390804599
-1,-1,-1,-1,-1,-1,-1,-1,1,0.8341847594721165
-1,-1,1,-1,-1,-1,-1,1,3,0.8652618135376756
-1,-1,1,-1,-1,-1,-1,-1,2,0.8810131971051509
-1,-1,1,-1,1,-1,-1,1,1,0.8556832694763733
-1,-1,1,-1,-1,-1,-1,1,2,0.888888888888889
-1,-1,1,-1,1,-1,-1,1,4,0.893784589186888
-1,-1,1,-1,1,-1,-1,-1,4,0.8895274584929759
-1,-1,1,-1,1,-1,-1,-1,1,0.8586632609621121
-1,-1,1,-1,-1,-1,-1,1,1,0.8795232013622821
-1,-1,-1,-1,1,-1,-1,1,1,0.872498935717327
-1,-1,-1,-1,1,-1,-1,-1,1,0.8703703703703709
-1,-1,1,-1,-1,-1,-1,-1,1,0.879097488292891
-1,-1,1,-1,1,1,1,1,2,0.5315027671349513
-1,-1,-1,-1,1,1,1,1,2,0.5332056194125161
-1,-1,1,-1,-1,1,1,1,2,0.5344827586206898
-1,-1,-1,-1,1,1,1,-1,2,0.5410813111962538
-1,-1,-1,-1,-1,1,1,1,2,0.5421455938697318
-1,-1,1,-1,1,1,1,-1,2,0.5451255853554705
-1,-1,1,-1,-1,1,1,1,1,0.5508727117922522
-1,-1,-1,-1,-1,1,1,1,1,0.5502341421881655
-1,-1,-1,-1,-1,1,1,-1,2,0.5502341421881652
-1,-1,-1,-1,-1,1,1,-1,1,0.5549169859514689
-1,-1,1,-1,-1,1,1,-1,2,0.5387398893146021
-1,-1,-1,-1,-1,1,1,1,4,0.5602383993188591
-1,-1,-1,-1,-1,1,1,-1,4,0.5619412515964239
-1,-1,1,-1,1,1,1,1,4,0.5623669646658153
-1,-1,1,-1,1,1,1,1,1,0.5687526607066838
-1,-1,1,-1,1,1,1,-1,4,0.5721583652618135
-1,-1,-1,-1,1,1,1,1,1,0.5751383567475522
-1,-1,-1,-1,1,1,1,1,4,0.5755640698169433
-1,-1,1,-1,-1,1,1,-1,1,0.5576841209025118
-1,-1,1,-1,1,1,1,-1,1,0.5817369093231164
-1,-1,-1,-1,1,1,1,-1,4,0.5821626223925074
-1,-1,-1,-1,1,1,1,-1,1,0.5862068965517243
-1,-1,1,-1,-1,1,1,1,4,0.5949340144742444
-1,-1,1,-1,-1,1,1,-1,4,0.6049382716049383
-1,-1,1,-1,-1,1,1,1,3,0.6008939974457216
-1,-1,-1,-1,-1,1,1,1,3,0.6023839931885909
-1,-1,1,-1,-1,1,1,-1,3,0.6094082588335463
-1,-1,-1,-1,1,1,1,1,3,0.611749680715198
-1,-1,1,-1,1,1,1,1,3,0.6049382716049382
-1,-1,1,-1,1,1,1,-1,3,0.6123882503192848
-1,-1,-1,-1,-1,1,1,-1,3,0.6102596849723286
-1,-1,-1,-1,1,1,1,-1,3,0.623882503192848
-1,-1,-1,-1,-1,1,-1,-1,2,0.733929331630481
-1,-1,-1,-1,-1,1,-1,1,2,0.7379736057896976
-1,-1,-1,-1,-1,1,-1,-1,3,0.7335036185610899
-1,-1,-1,-1,-1,1,-1,1,3,0.7369093231162198
-1,-1,-1,-1,1,1,-1,-1,3,0.7537249893571737
-1,-1,1,-1,1,1,-1,-1,3,0.7530864197530868
-1,-1,1,-1,1,1,-1,1,3,0.7641549595572589
-1,-1,-1,-1,1,1,-1,1,3,0.7677735206470842
-1,-1,-1,-1,1,1,-1,-1,4,0.8250319284802049
-1,-1,-1,-1,-1,1,-1,1,4,0.8405704555129849
-1,-1,1,-1,-1,1,-1,-1,4,0.8429118773946366
-1,-1,1,-1,-1,1,-1,1,4,0.8499361430395919
-1,-1,-1,-1,1,1,-1,1,2,0.8537675606641124
-1,-1,-1,-1,1,1,-1,1,4,0.8454661558109839
-1,-1,-1,-1,-1,1,-1,-1,4,0.8365261813537683
-1,-1,-1,-1,1,1,-1,-1,2,0.8561089825457642
-1,-1,1,-1,1,1,-1,1,2,0.8671775223499365
-1,-1,-1,-1,-1,1,-1,1,1,0.8286504895700304
-1,-1,1,-1,1,1,-1,-1,2,0.8716475095785441
-1,-1,1,-1,-1,1,-1,1,3,0.8665389527458494
-1,-1,-1,-1,-1,1,-1,-1,1,0.8337590464027252
-1,-1,1,-1,-1,1,-1,-1,3,0.8558961260110686
-1,-1,1,-1,-1,1,-1,-1,2,0.8805874840357597
-1,-1,1,-1,-1,1,-1,1,2,0.886121753937846
-1,-1,1,-1,1,1,-1,1,1,0.8582375478927207
-1,-1,1,-1,1,1,-1,1,4,0.892081736909323
-1,-1,1,-1,1,1,-1,-1,4,0.8891017454235847
-1,-1,1,-1,1,1,-1,-1,1,0.8580246913580253
-1,-1,-1,-1,1,1,-1,1,1,0.8729246487867182
-1,-1,1,-1,-1,1,-1,1,1,0.8810131971051515
-1,-1,-1,-1,1,1,-1,-1,1,0.869731800766284
-1,-1,1,-1,-1,1,-1,-1,1,0.879097488292891
